created_at,daily_finbert,nvda_close,nvda_return,vix_close,year,signal
2013-04-11,0.1056904050977193,0.3192499876022339,-0.0046765720945822,12.239999771118164,2013,1
2013-04-12,0.2089491313866288,0.3272500038146972,0.025058783157827,12.0600004196167,2013,1
2013-04-15,-0.1079655107749162,0.320499986410141,-0.0206264853349806,17.270000457763672,2013,-1
2013-04-16,-6.881497574795503e-05,0.3240000009536743,0.0109204826581625,13.960000038146973,2013,0
2013-04-17,0.2817681931588386,0.3197500109672546,-0.0131172530058955,16.510000228881836,2013,1
2013-04-18,0.1354144144291353,0.3134999871253967,-0.0195465946129332,17.559999465942383,2013,1
2013-04-19,0.1428578374432706,0.3142499923706054,0.0023923613269838,14.970000267028809,2013,1
2013-04-22,-1.5802324014657643e-05,0.3147499859333038,0.001591069450556,14.390000343322754,2013,0
2013-04-23,0.408785902165539,0.3230000138282776,0.0262113685899323,13.479999542236328,2013,1
2013-04-24,0.1667266313799801,0.3339999914169311,0.0340556567112149,13.609999656677246,2013,1
2013-04-25,0.0224229721257684,0.3367500007152557,0.0082335609850114,13.619999885559082,2013,0
2013-04-26,0.4943841332508991,0.3352499902248382,-0.0044543741268937,13.609999656677246,2013,1
2013-04-29,0.4217299400017055,0.3392499983310699,0.0119314190092862,13.710000038146973,2013,1
2013-04-30,0.2853109396804029,0.3442499935626983,0.0147383795319844,13.520000457763672,2013,1
2013-05-01,0.1380813657847028,0.3412500023841858,-0.0087145714876132,14.489999771118164,2013,1
2013-05-02,0.2207463370862683,0.3452500104904175,0.0117216353942422,13.59000015258789,2013,1
2013-05-03,0.4988349456880314,0.3467499911785126,0.0043446217017182,12.850000381469728,2013,1
2013-05-07,1.6566709746257402e-06,0.3412500023841858,-0.0130151890561907,12.829999923706056,2013,0
2013-05-08,0.3722606154865457,0.3474999964237213,0.0183150007204957,12.65999984741211,2013,1
2013-05-09,0.1251987979202272,0.3477500081062317,0.0007194580865708,13.130000114440918,2013,1
2013-05-10,0.1183296523416584,0.3634999990463257,0.0452911303320018,12.59000015258789,2013,1
2013-05-13,0.1999012078738588,0.356000006198883,-0.020632717653699,12.550000190734863,2013,1
2013-05-14,0.1274739025410175,0.3612500131130218,0.0147472101761869,12.770000457763672,2013,1
