created_at,daily_finbert,nvda_close,nvda_return,vix_close,signal
2022-01-04,0.1353831129400564,29.238679885864254,-0.0275887901925921,16.90999984741211,1
2022-01-05,0.1247862441103067,27.55563163757324,-0.0575623884135994,19.729999542236328,0
2022-01-06,0.1276804481740573,28.128623962402344,0.0207940188911439,19.61000061035156,0
2022-01-07,0.1183337546138361,27.19925880432129,-0.0330398372605525,18.760000228881836,0
2022-01-10,0.1253864573772337,27.35198974609375,0.0056152611683739,19.399999618530273,0
2022-01-11,0.1048985952117928,27.768260955810547,0.0152190467158332,18.40999984741211,0
2022-01-12,0.0956978862724424,27.94994354248047,0.0065428147250217,17.6200008392334,-1
2022-01-13,0.0968259729000012,26.528432846069336,-0.0508591616383987,20.309999465942383,-1
2022-01-14,0.1215439075190359,26.894790649414062,0.0138100054937473,19.190000534057617,0
2022-01-18,0.1272688726364665,25.85761260986328,-0.0385642726530528,22.790000915527344,0
2022-01-19,0.0717643476339689,25.0230770111084,-0.0322742710762304,23.850000381469727,-1
2022-01-20,0.0731879485611648,24.10768699645996,-0.0365818326116357,25.59000015258789,-1
2022-01-21,0.1151360750666843,23.33304977416992,-0.0321323743088166,28.850000381469727,0
2022-01-24,0.1217483771065415,23.331050872802734,-8.566824253708472e-05,29.899999618530273,0
2022-01-25,0.0913279591880609,22.284887313842773,-0.0448399673320967,31.15999984741211,-1
2022-01-26,0.094783974221284,22.73210334777832,0.0200681308205561,31.959999084472656,-1
2022-01-27,0.0998070265155429,21.905548095703125,-0.0363607027220372,30.489999771118164,-1
2022-01-28,0.0811335565757158,22.799978256225582,0.0408312157547843,27.65999984741211,-1
2022-01-31,0.1564581056311417,24.443099975585938,0.0720668108054751,24.829999923706055,1
2022-02-01,0.1560405532127569,24.594831466674805,0.0062075387835593,21.959999084472656,1
2022-02-02,0.115897653613506,25.197771072387695,0.0245148907212418,22.09000015258789,0
2022-02-03,0.1338604569779229,23.90604019165039,-0.0512636961827474,24.350000381469727,1
2022-02-04,0.1328081940783635,24.27638816833496,0.0154918160312438,23.219999313354492,1
2022-02-07,0.1378889869112349,24.684675216674805,0.0168182781354762,22.86000061035156,1
2022-02-08,0.1578837047292255,25.06400680541992,0.0153670885039181,21.440000534057617,1
2022-02-09,0.1480035172915952,26.658206939697266,0.0636051588500452,19.959999084472656,1
2022-02-10,0.1418564447714796,25.778749465942383,-0.032990121043935,23.90999984741211,1
2022-02-11,0.09056090591732,23.907039642333984,-0.0726066959175506,27.36000061035156,-1
2022-02-14,0.1229268594174342,24.22448348999023,0.0132782583040571,28.329999923706055,0
2022-02-15,0.1447450639263854,26.448572158813477,0.0918116033203457,25.700000762939453,1
2022-02-16,0.1503995215461153,26.46454811096191,0.0006040383598973,24.290000915527344,1
2022-02-17,0.1287873914270986,24.46405982971191,-0.0755912503346836,28.11000061035156,0
2022-02-18,0.0964727755759771,23.600576400756836,-0.0352959989047427,27.75,-1
2022-02-22,0.1040190164970151,23.349018096923828,-0.0106589898297967,28.809999465942383,-1
2022-02-23,0.1079972748798363,22.34777069091797,-0.0428817778053703,31.020000457763672,0
2022-02-24,0.0802121673172459,23.706388473510746,0.0607943316308017,30.31999969482422,-1
2022-02-25,0.0719977682096302,24.114675521850582,0.0172226591492858,27.59000015258789,-1
2022-02-28,0.158216607963284,24.34227180480957,0.0094380819162489,30.149999618530273,1
